dev,token,symbol,create_ts,hit,ath_mc,coverage_s,truncated,sol_ok,quote_mint,launchpad_platform,migrate_s,curve_last_s,n_trades,measurable,n_markets,dev_first_buy_s,dev_first_buy_sol,dev_first_buy_quote,dev_first_buy_tokens,dev_supply_share,dev_same_slot_buyers,dev_fee_first_tx,dev_fee_med_60s,dev_sold_by_60s,dev_sold_share_60s,dev_sold_by_120s,dev_sold_share_120s,dev_sold_by_300s,dev_sold_share_300s,dev_fee_lamports_med,dev_first_sell_s,dev_sold_share_30m,dev_sell_sol_30m,member_first_buy_s,outside_first_buy_s,sol_in_1m,sol_out_1m,net_sol_1m,n_buys_1m,n_wallets_1m,member_buy_by_1m,member_buy_sol_1m,member_buyers_1m,outside_buy_sol_1m,top10_share_1m,n_net_long_1m,sol_in_5m,sol_out_5m,net_sol_5m,n_buys_5m,n_wallets_5m,member_buy_by_5m,member_buy_sol_5m,member_buyers_5m,outside_buy_sol_5m,top10_share_5m,n_net_long_5m,n_price_buckets,peak10_mult,peak10_ts_s,end_mult,mult_30s,max_after_30s,max_after_30s_ts,ahead_30s,mult_60s,max_after_60s,max_after_60s_ts,ahead_60s,mult_120s,max_after_120s,max_after_120s_ts,ahead_120s,mult_300s,max_after_300s,max_after_300s_ts,ahead_300s,peak1_ts_s,peak1_mult,grad_s
0xkgc,AFNHhHDorwwitTFyVCWYgWDDJD5FE2dkrQYjdswqpump,Hunter,1788801442,True,137418.74,1800,False,True,,Pump.fun,,1125,4169,True,2,0.0,1.980528808,1.980528808,66401601.740007,0.066401601740007,0.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,1146.0,0.14458085623583317,3.8102947270000005,79.0,1,43.75412362000001,29.48119718,14.27292644000001,64,63,False,0.0,0,41.773594812,0.8570355491248175,24,61.93239146200001,43.367615783999995,18.564775678000018,117,113,True,0.009876542,1,59.94198611200001,0.7083231419505799,41,174,16.955558122120532,1240.0,11.409054908323037,2.2965463077192227,16.955558122120532,1240.0,7.383068246927564,2.1461867294188086,16.955558122120532,1240.0,7.900318220079634,2.8091040437840014,16.955558122120532,1240.0,6.035930979359725,2.510574698483205,16.955558122120532,1240.0,6.75365609808959,1249.0,17.73377954148309,1125.0
0xkgc,8K3XJQPz5rcu5qd4LLLeFrF6koccQnMMYoqtWm7Cpump,duve,1788886065,False,21700.739,1800,False,True,,Pump.fun,,1793,2323,True,1,0.0,0.991363637,0.991363637,34271956.398008,0.034271956398007994,6.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,387.0,0.25,1.038553261,769.0,0,64.31478154999999,43.237837342999995,21.076944206999997,160,142,False,0.0,0,63.323417913000014,0.4853403247533072,80,116.34456963400001,91.391727453,24.95284218100001,318,257,False,0.0,0,115.353205997,0.5213138633068612,90,156,6.970083092967637,900.0,2.2195498059023904,2.2632391376332364,6.970083092967637,900.0,3.079693602442976,2.7943257343914043,6.970083092967637,900.0,2.4943702901858362,2.1336752700468384,6.970083092967637,900.0,3.2667028534359073,3.273219279420144,6.970083092967637,900.0,2.129427483453659,902.0,7.149866366462167,1793.0
0xkgc,CcC2KDMH7jCJuXTrwrCbAtuVjXVuY7Thv6t67vCtHms4,AAPLTOP,1788953932,False,20644.702,1800,False,True,XsbEhLAtcf6HdfpFZ5xEMdqW8nfAvcsP5bdudRLJzJp,stonkfun,,1798,848,True,2,0.0,2.8971966393081368,0.9400157299999999,90621135.164499,0.090621135164499,3.0,35000.0,35000.0,False,0.0,False,0.0,False,0.0,3370.0,,0.0,0.0,,0,14.167173770330121,1.0590919597974462,13.108081810532676,26,20,False,0.0,0,11.269977131021987,0.8776477205335071,17,24.369023144101497,9.618816042958473,14.750207101143024,60,49,False,0.0,0,21.471826504793363,0.715415958620865,34,154,6.357336968804423,1280.0,4.094900671124488,1.761793079626743,6.357336968804423,1280.0,3.608447009084234,1.8681760177523152,6.357336968804423,1280.0,3.4029646609280504,1.4425145784245972,6.357336968804423,1280.0,4.407121469612747,2.0037908346703355,6.357336968804423,1280.0,3.172654979156212,,,1798.0
0xkgc,3CwVrRx5kvvBNBKf8vMPxSzCFAdZ1DpHdcJyjiUUbwmD,Keanu,1788981760,False,20521.138,1800,False,True,,Pump.fun,,1800,1752,True,1,0.0,1.778439216,1.778439216,60000000.0,0.06,6.0,5000.0,5000.0,False,0.0,False,0.0,False,0.0,42173.5,,0.0,0.0,,0,48.52175062199999,32.812702414,15.709048207999992,95,90,False,0.0,0,46.74331140599999,0.7593983286829467,48,79.680786209,48.401116589,31.279669620000007,199,171,False,0.0,0,77.90234699300001,0.5553492484205953,91,146,6.641038782435316,1340.0,3.881407418405247,2.260304774701457,6.641038782435316,1340.0,2.9381165127665008,2.058515519772115,6.641038782435316,1340.0,3.2261300527724477,1.82506176597257,6.641038782435316,1340.0,3.6388022072756128,3.882325507799139,6.641038782435316,1340.0,1.710582682748843,391.0,6.688003374073699,1800.0
0xkgc,6Ctcp1SNZJbZ72Venhh2fvLgKZhm6rdEfkqX5Jyfpump,fries,1788985349,False,20223.372,1800,False,True,XsqE9cRRpzxcGKDXj1BJ7Xmg4GRhZoyY1KpmGSxAWT2,Pump.fun,,1795,1609,True,1,0.0,1.959638437768303,0.76496644,47735221.598739,0.047735221598739,0.0,605000.0,605000.0,False,0.0,False,0.0,False,0.0,306781.0,,0.0,0.0,335.0,3,9.282251239852053,4.186894714656779,5.095356525195275,13,11,False,0.0,0,7.322612802083749,1.0,7,40.51700715148247,20.853578382777275,19.66342876870519,107,94,False,0.0,0,38.55736871371417,0.6642437592048411,60,166,8.065626119444197,1340.0,6.071574576929276,1.279132771729469,8.065626119444197,1340.0,6.305542550159947,1.279132771729469,8.065626119444197,1340.0,6.305542550159947,1.6073902471565347,8.065626119444197,1340.0,5.0178394037865095,2.02599128769505,8.065626119444197,1340.0,3.981076408586327,1198.0,8.569654050036368,1795.0
0xkgc,Hm9iKMcKg5gvYqh6KX6vAMQDXaYpC3ddM37f3PmNpump,CRIME,1788989188,False,31671.915,1800,False,True,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,Pump.fun,,1792,2697,True,1,0.0,2.03857409678062,47594.203529000006,48835165.692591,0.048835165692591,0.0,605000.0,605000.0,False,0.0,False,0.0,False,0.0,605000.0,555.0,0.4611836212380439,3.7381713308546014,169.0,1,8.621132774136125,1.7769521098070793,6.844180664329046,13,12,False,0.0,0,6.582558677355506,0.9932560626904071,11,187.05789324021066,143.3210195473641,43.73687369284656,282,227,True,14.796543830021939,1,170.2227753134081,0.40680180583673253,152,156,12.53099058037578,710.0,2.6246761656254765,1.196755875852816,12.53099058037578,710.0,10.470799294339052,1.2590502012357279,12.53099058037578,710.0,9.95273307456439,1.3098616275756694,12.53099058037578,710.0,9.566652168877187,4.034890153782966,12.53099058037578,710.0,3.1056584201250637,705.0,12.52768991946068,1792.0
0xkgc,G8AQQmp5mw64fifguQog1PtZTZAimFbEzV5jnBUcpump,fleaman,1789026798,False,23452.25321585266,1800,False,True,,Pump.fun,,1799,1530,True,1,0.0,1.486085622,1.486085622,50591814.205825,0.050591814205825,0.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,505000.0,,0.0,0.0,,0,95.610620323,77.07165801,18.538962313000013,242,198,False,0.0,0,94.124534701,0.48778550280569527,117,153.635324478,134.50783872,19.127485758000006,459,355,False,0.0,0,152.149238856,0.4524484871184519,120,147,4.084845187776608,960.0,2.875117393615165,3.498073205040232,4.084845187776608,960.0,1.1677414817651386,2.4605964773477975,4.084845187776608,960.0,1.660103647786873,4.0523100780745445,4.084845187776608,960.0,1.0080287808867585,2.4631733282608006,4.084845187776608,960.0,1.6583669289163823,117.0,4.266359785553943,1799.0
0xkgc,7imwjjaxT1TjUqJrFgYiAqUpAjeSu6CNPkPpwtXhpump,dump,1789051790,False,11806.197,1800,False,True,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,Pump.fun,,1788,869,True,1,0.0,1.4552585137727019,0.0596665,35878043.518627,0.035878043518627,0.0,605000.0,605000.0,False,0.0,False,0.0,False,0.0,605000.0,,0.0,0.0,,3,23.159572735386405,7.14085869415617,16.018714041230236,38,34,False,0.0,0,21.704314221613707,0.7046654154467449,29,51.04005725707236,24.180490917662844,26.85956633940952,153,125,False,0.0,0,49.58479874329966,0.47572030341597427,85,134,2.8112245819626125,390.0,1.6129004447677262,1.6472866021462642,2.8112245819626125,390.0,1.706578914865114,1.787873753688473,2.8112245819626125,390.0,1.572384278343432,1.9884153251755114,2.8112245819626125,390.0,1.4138015063399665,2.5721533722011514,2.8112245819626125,390.0,1.092945938739599,838.0,2.915759848795427,1788.0
0xkgc,C2EUBnXxVdADXkGLh6bF46heZxohGYpMv2gPXZf4pump,CUM,1789069548,False,15939.557,1800,False,True,,Pump.fun,,1777,1889,True,1,0.0,1.980585805,1.980585805,66401601.740007,0.066401601740007,11.0,505000.0,505000.0,False,0.0,False,0.0,True,0.2741018347910877,400000.0,278.0,0.23669511976412402,2.739096988,,0,57.940243053,34.16928041,23.770962643000004,152,141,False,0.0,0,55.959657248,0.5611852445744397,96,136.082199024,98.38527215299999,37.69692687100002,517,416,False,0.0,0,134.101613219,0.40729518048959057,224,132,4.994549813089461,270.0,2.0379438819490154,2.200326123594842,4.994549813089461,270.0,2.2699134276193025,2.932353448113536,4.994549813089461,270.0,1.7032564121158698,3.3118247515215526,4.994549813089461,270.0,1.508096046082998,4.6196483011753395,4.774398856922511,310.0,1.0334983413581071,277.0,5.361628104368279,1777.0
0xkgc,25xAvip3XmRC42aboownYpUifFRgceDDpHzXpBFRpump,ats,1789075257,False,16650.298,1800,False,True,,Pump.fun,,1793,1667,True,1,0.0,1.980585805,1.980585805,66401601.740007,0.066401601740007,13.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,252500.0,,0.0,0.0,48.0,0,54.843225769,37.78282409399999,17.06040167500001,129,117,True,0.197530863,1,52.665109101,0.6087881587270703,78,65.558408326,52.392019812,13.166388514000005,185,154,True,0.197530863,1,63.380291658000004,0.6827782583010278,55,141,4.275851949326072,840.0,2.0149629186809306,2.2995640771207806,4.275851949326072,840.0,1.8594184836457117,2.168772903896735,4.275851949326072,840.0,1.971553564526489,2.291289701238365,4.275851949326072,840.0,1.8661332728965343,1.985444685445955,4.275851949326072,840.0,2.153599131050918,317.0,5.259649774940713,1793.0
0xkgc,2bRoY87nsBq84TTKJKFD5gYxVLPhrTPKK9MaheSLCCLg,UNC,1789103359,True,172788.69,845,False,True,6UpQcMAb5xMzxc7ZfPaVMgx3KqsvKZdT5U718BzD5We2,stonkfun,845.0,845,1324,True,2,0.0,2.894175823256442,212.670383,90621124.422977,0.090621124422977,5.0,35000.0,35000.0,False,0.0,False,0.0,False,0.0,20429.0,818.0,,,,0,22.09736371253417,6.9512248799550935,15.146138832579078,26,26,False,0.0,0,19.203187889277732,0.7392658339293576,21,58.961061887672486,26.09231897082437,32.86874291684812,138,101,False,0.0,0,56.06688606441605,0.5031008887037622,82,76,13.360488838205848,840.0,13.360488838205848,1.6548950890300236,13.360488838205848,840.0,8.073314693342146,2.1729598571424398,13.360488838205848,840.0,6.14852078113197,2.0339638951296966,13.360488838205848,840.0,6.568695181953518,4.152708236522402,13.360488838205848,840.0,3.2172953352952884,,,845.0
0xkgc,GJ66hdTxR9ZcrZr5HrMw3dTU2dp12HZg8SwFVc5Mpump,ktw,1789163086,False,20175.26,1800,False,True,,Pump.fun,,1749,1798,True,1,0.0,2.9687763340000006,2.9687763340000006,96583719.241621,0.096583719241621,6.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,400000.0,320.0,0.3749554247664041,2.222972082,516.0,0,74.74192383,59.12111905700001,15.620804772999996,155,138,False,0.0,0,71.773147496,0.7247897167277498,75,160.852860153,124.367515186,36.48534496699999,398,330,False,0.0,0,157.884083819,0.49491831684431553,142,110,6.264127040485007,600.0,1.7163062204897546,2.4852154326531153,6.264127040485007,600.0,2.5205569538080965,2.004107902119056,6.264127040485007,600.0,3.1256436012559963,3.697666243106948,6.264127040485007,600.0,1.6940758382837715,4.3468038808525025,6.264127040485007,600.0,1.441088029777059,609.0,6.405660772602315,1749.0
0xkgc,6vMD867wb8CeBVGQJmidkpEKsAQmPHxfu6MdN5sogGG5,BIKESON,1789175511,True,227045.12,1800,False,True,CbyTNf7UPzvewHh4Zp6umogM2RWahhmGRJWLJnPwpump,stonkfun,,1798,624,True,2,0.0,4.368711724858733,1937837.855732,113675096.836372,0.113675096836372,0.0,35000.0,35000.0,False,0.0,False,0.0,False,0.0,35000.0,,0.0,0.0,972.0,0,23.662435107593474,8.796383362632827,14.866051744960647,39,34,False,0.0,0,19.293723382734743,0.7904329951433203,26,44.640008873863145,17.197058710482324,27.44295016338082,95,82,False,0.0,0,40.27129714900442,0.6295498266274978,60,113,3.5279454551960168,390.0,2.285008438229002,1.8251810003183284,3.5279454551960168,390.0,1.9329290928300866,1.7856336711316743,3.5279454551960168,390.0,1.975738647983785,1.7904893525764636,3.5279454551960168,390.0,1.9703805834530113,2.6617232709348975,3.5279454551960168,390.0,1.3254366048191288,,,1798.0
0xkgc,6LobFdoniewPebgxCU6sN4pNVv4eCufUmWfeFtoApump,SlowRogan,1789209870,False,10223.62,1800,False,True,,Pump.fun,,1771,1061,True,1,0.0,2.474605511,2.474605511,81724864.10141,0.08172486410141,6.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,505000.0,,0.0,0.0,60.0,0,44.271573167999996,29.802547494,14.469025673999997,103,95,True,0.098765431,1,41.69820222599999,0.6402347896968115,74,81.304020729,56.001769339,25.302251390000002,228,190,True,0.098765431,1,78.730649787,0.5462108474552838,96,137,3.203042889602835,1340.0,1.7967969270910251,2.1353676266337422,3.203042889602835,1340.0,1.4999959958427431,2.0827994080183037,3.203042889602835,1340.0,1.537854714799634,2.34447187426586,3.203042889602835,1340.0,1.366210840386313,3.1799960777142613,3.203042889602835,1340.0,1.0072474340613462,298.0,3.256525866810216,1771.0
0xkgc,DeKfT7hCsGramofinfmiqRhgToyQX9Y49gTsxqtBpump,K-Train,1789222712,False,9781.2584,1800,False,True,,Pump.fun,,1796,977,True,1,0.0,1.683589712,1.683589712,56975585.884725,0.056975585884725,12.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,505000.0,,0.0,0.0,,0,45.87130826800001,26.651514182999996,19.21979408500001,128,115,False,0.0,0,44.187718556,0.5351062258866996,85,75.43633401000001,65.78568432200001,9.650649688000001,257,198,False,0.0,0,73.75274429800001,0.6710462035075647,50,111,3.1164913906849114,110.0,1.4256435102151541,2.3746983450210637,3.1164913906849114,110.0,1.3123735893525743,2.471083956613023,3.1164913906849114,110.0,1.2611839360393535,3.1164913906849114,2.840005652094257,970.0,0.9112830090219209,1.6673413420860614,2.840005652094257,970.0,1.703313880852399,117.0,3.24443974128347,1796.0
0xkgc,Dnek5HkQvZ5FHh7eNLroa24fKN68rTeNmcP8HDC9pump,COMMUNISM,1789233309,False,26067.615,1800,False,True,,Pump.fun,,1790,1814,True,1,0.0,1.955554033,1.955554033,65622857.081287,0.065622857081287,1.0,393413.0,393413.0,False,0.0,False,0.0,False,0.0,396706.5,1169.0,0.5000000000000077,2.73124855,,0,32.385952012999994,17.515782167,14.870169845999992,83,75,False,0.0,0,30.430397980000002,0.6446487891293884,51,54.76772543,34.49444456,20.27328087,171,144,False,0.0,0,52.812171397,0.5056948603236804,79,132,7.961240121262667,640.0,1.593399318555602,1.912586468763356,7.961240121262667,640.0,4.162551733627113,2.125082574321978,7.961240121262667,640.0,3.7463203630111903,2.06299210316422,7.961240121262667,640.0,3.859074452612642,2.2967601307166605,7.961240121262667,640.0,3.466291501141006,649.0,8.556140884250746,1790.0
0xkgc,HLto2rcTRb6acW2hjNjJQtvGFPZhEsLXHQyEwW7Cpump,ZEC,1789240989,True,263461.27,1800,False,True,A7bdiYdS5GjqGFtxf17ppRHtDKPkkRqbKtR27dxvQXaS,Pump.fun,,1799,2720,True,2,0.0,2.8777320325821925,0.2582899,70944311.933408,0.07094431193340801,2.0,11000.0,11000.0,False,0.0,False,0.0,False,0.0,11000.0,,0.0,0.0,,0,19.523070887769393,7.293568478948891,12.229502408820501,41,37,False,0.0,0,16.645338855187198,0.7674191621535991,29,111.62492698775547,72.69085183183552,38.934075155919956,448,234,False,0.0,0,108.74719495517328,0.4502887622340182,150,165,8.214646202798377,950.0,3.964970397048903,1.5392899229210675,8.214646202798377,950.0,5.336646515043555,1.6165557540149225,8.214646202798377,950.0,5.081573080542539,1.941744117244834,8.214646202798377,950.0,4.230550323208521,4.166468388988032,8.214646202798377,950.0,1.9716089109207384,455.0,8.202182684425708,1799.0
0xkgc,HGFnfigHDML7USjvY6tfTn6cQxtfFpnX6cMfkFoFmaMe,RIPASS,1789393838,False,66662.67900011958,1800,False,True,H74CYmXgMkYHYuSRsZt6RJb4NYp2u72Vw8BS5huApump,stonkfun,,1800,1611,True,2,0.0,2.7537982769388747,82122.006202,88495543.639728,0.08849554363972799,6.0,35000.0,35000.0,False,0.0,False,0.0,False,0.0,35000.0,,0.0,0.0,1562.0,0,75.93330091168184,48.77745869201678,27.15584221966506,151,110,False,0.0,0,73.17950263474296,0.5522790104264674,60,105.0128387460952,66.33137531376592,38.68146343232928,257,200,False,0.0,0,102.25904046915632,0.4582616636223141,112,170,8.936456562819743,1590.0,7.959499766282595,3.2452956973791625,8.936456562819743,1590.0,2.7536648108943202,2.8607379042055854,8.936456562819743,1590.0,3.1238291874562196,3.464913101620817,8.936456562819743,1590.0,2.579128624795654,4.798475074949724,8.936456562819743,1590.0,1.8623534400485293,,,1800.0
gampsito,CpqR2yLnk6J5s58X6ojArtbaNW3QtD2BJPndThEQpump,PP,1784807132,True,110310.30130136445,1800,False,True,,Pump.fun,,1798,1677,True,2,0.0,4.940213444,4.940213444,151660777.334045,0.15166077733404498,8.0,5000.0,1000000.0,True,1.0,True,1.0,True,1.0,1000000.0,1.0,0.9719759438573625,14.581704038999998,,0,124.577645288,91.550244049,33.027401239,252,180,False,0.0,0,119.637431844,0.3544504379893334,101,237.717528743,200.187907889,37.529620854,573,334,False,0.0,0,232.77731529899998,0.3379289845671643,130,141,6.887837477480422,440.0,5.178881682465304,3.2366117921843016,6.887837477480422,440.0,2.1281012119256992,3.879679073425898,6.887837477480422,440.0,1.7753626903470163,5.390776017008667,6.887837477480422,440.0,1.2777079692697884,4.253906525730484,6.887837477480422,440.0,1.6191793204242158,451.0,6.931190721982573,1798.0
gampsito,BzkLoy1EAdc8hwdCwUAnUBLTQriQNQhCUs47SXVqpump,petcat,1785320333,True,7946186.608643958,1800,False,True,,Pump.fun,,1798,1132,True,2,0.0,5.927867765,5.927867765,176989690.673615,0.176989690673615,6.0,5000.0,1000000.0,True,1.0,True,1.0,True,1.0,1000000.0,1.0,1.0,14.754983693,,0,116.21615090799999,88.33109239199999,27.885058516,184,155,False,0.0,0,110.288283143,0.4106858948729645,72,179.42542259,150.290349008,29.135073582000018,394,228,False,0.0,0,173.497554825,0.4730678235132842,71,107,4.101463116407775,390.0,1.1387503811939397,3.7439544009018952,4.101463116407775,390.0,1.0954896019619678,3.0484567119356663,4.101463116407775,390.0,1.3454227840432365,3.417736054544394,4.101463116407775,390.0,1.2000526228332533,2.979747440751923,4.101463116407775,390.0,1.376446560643003,391.0,4.12515476722836,1798.0
gampsito,B4iCqVsAZv9dBiBVv58GJiBxWGmwkwbtPTn4sUQTpump,Polycat,1787516028,True,1207092.1,1800,False,True,,Pump.fun,,809,4981,True,2,0.0,4.940213444,4.940213444,151660777.334045,0.15166077733404498,6.0,5000.0,50972.0,True,1.0,True,1.0,True,1.0,81861.0,4.0,0.9891121982234108,10.836121336,,0,142.562155342,122.330352381,20.231802961000014,276,176,False,0.0,0,137.62194189800002,0.523146662418696,58,332.717664483,269.575721304,63.14194317900001,671,424,False,0.0,0,327.77745103899997,0.36240391965655633,166,181,19.19509487280783,1710.0,16.03002095712752,3.7134333636195405,19.19509487280783,1710.0,5.169096357258469,2.3283327336811257,19.19509487280783,1710.0,8.244137358520971,4.626440273569441,19.19509487280783,1710.0,4.148998741530974,8.027093277130428,19.19509487280783,1710.0,2.3912883792562334,1715.0,19.583605236901477,809.0
gampsito,XhQ6ByZ9Z3japZ7UpscuHmPLT76F2ympH78y1Fopump,Biz,1787819834,True,312363.95,1070,True,True,,Pump.fun,,614,4258,True,2,0.0,3.952559123,3.952559123,124858181.763706,0.124858181763706,7.0,5000.0,52275.0,True,1.0,True,1.0,True,1.0,52275.0,2.0,,,402.0,0,102.80361919,87.891204741,14.91241444900001,179,153,False,0.0,0,98.85106006699999,0.6186074237976712,58,183.789398856,157.285402981,26.503995874999987,341,252,False,0.0,0,179.836839733,0.46984265625457367,76,106,27.529539433258357,1070.0,27.529539433258357,2.3872320290905717,27.529539433258357,1070.0,11.531991485446799,2.1201217305121123,27.529539433258357,1070.0,12.98488621528757,2.6690621895393485,27.529539433258357,1070.0,10.314311723852962,2.7763708980548394,27.529539433258357,1070.0,9.91565624482878,1063.0,28.62014468756125,614.0
gampsito,B1AXzSHRDv1nUP1dmcxdKD4MGxdkph4JzuWDP1fDpump,Dancedoge,1788290595,True,32353345.941130947,1800,False,True,,Pump.fun,,225,57,True,2,0.0,6.915522086,6.915522086,200963210.657135,0.20096321065713502,7.0,5000.0,51429.0,True,1.0,True,1.0,True,1.0,51429.0,5.0,1.0,9.202852113,,0,31.911501934,29.464606971000002,2.4468949629999983,25,25,False,0.0,0,24.995979848,1.0,8,31.911501934,31.909560065999997,0.0019418680000029553,25,25,False,0.0,0,24.995979848,,0,3,1.3218737309614468,0.0,0.935674253969979,0.935674253969979,,,,0.935674253969979,,,,0.935674253969979,,,,0.935674253969979,,,,1.0,1.9144269088770547,225.0
gampsito,4K5PbwvKTsKd6f2mVmyi34MqSaGEUXQKPDM7KMTfpump,ok,1788290740,True,5551449.1,1800,False,True,,Pump.fun,,601,55,True,2,0.0,4.940213444,4.940213444,151660777.334045,0.15166077733404498,9.0,5000.0,99100.0,True,1.0,True,1.0,True,1.0,99100.0,4.0,1.0,5.862773077,,0,17.729150694,17.548603761,0.18054693300000224,25,25,False,0.0,0,12.78893725,1.0,5,17.729150694,17.637490944,0.0916597500000016,25,25,False,0.0,0,12.78893725,1.0,3,2,1.192324194358626,0.0,0.9387622581228551,0.9387622581228551,,,,0.9387622581228551,,,,0.9387622581228551,,,,0.9387622581228551,,,,2.0,1.4660842109889072,601.0
gampsito,3T1zTWsovT32auYrrvh5ZVWnAmHPosHbGfXVQ5BYpump,mlem,1788364619,False,6304.1673,1800,False,True,,Pump.fun,,1171,165,True,1,0.0,4.940213444,4.940213444,151660777.334045,0.15166077733404498,6.0,5000.0,35251.0,True,1.0,True,1.0,True,1.0,35251.0,3.0,1.0,8.183293696,,0,41.17491544700001,40.147277943999995,1.0276375030000153,81,74,False,0.0,0,36.234702003,1.0,5,41.282471001000005,40.77424584,0.5082251610000057,83,76,False,0.0,0,36.342257556999996,1.0,3,4,1.5039750779767678,0.0,0.9209078478424044,0.9344223857734545,0.9209078478424044,70.0,0.985537013949143,0.9344223857734545,0.9209078478424044,70.0,0.985537013949143,0.9209078478424044,,,,0.9209078478424044,,,,3.0,1.7402424996887769,1171.0
gampsito,9LHNJercroLqBMfq2V2Dmx3VmF5CR8n1Nn1ctipspump,looong,1788381022,False,22168.249,1800,False,True,,Pump.fun,,1799,2376,True,1,0.0,5.927867765,5.927867765,176989690.673615,0.176989690673615,8.0,5000.0,46050.0,True,1.0,True,1.0,True,1.0,46050.0,2.0,1.0,14.431274995999999,,0,173.61336025699998,155.883205186,17.730155070999984,352,291,False,0.0,0,167.685492492,0.5067426820060571,94,253.403182654,233.318943989,20.084238665000015,616,479,False,0.0,0,247.475314889,0.5023162712565306,110,123,6.197627466524018,850.0,1.344156920728607,3.1012578957007992,6.197627466524018,850.0,1.9984237606023167,2.1403437427098737,6.197627466524018,850.0,2.89562248476838,2.945516955566425,6.197627466524018,850.0,2.104088199122999,2.306843428220881,6.197627466524018,850.0,2.686626838521003,912.0,6.636608791456428,1799.0
gampsito,2PABK8tMFj1LqSgTxNX5tAum6hWkeUwWv3D7HBsSpump,Shrekt,1788423433,False,9558.2001,1800,False,True,,Pump.fun,,1029,491,True,1,0.0,6.915522086,6.915522086,200963210.657135,0.20096321065713502,18.0,5000.0,67999.0,True,1.0,True,1.0,True,1.0,67999.0,1.0,1.0,14.365446523,,0,99.193439371,89.14364468699999,10.049794684000005,171,141,False,0.0,0,92.277917285,0.8254054166008803,34,108.97777468800001,105.697117161,3.2806575270000167,227,162,False,0.0,0,102.062252602,0.9843487435567045,13,20,1.8706204415211758,0.0,1.1190437148211798,1.5421570652298788,1.7425641127311895,40.0,1.1299524231479219,1.449607087065583,1.485774186679669,60.0,1.0249495880206396,1.3269978746443352,1.3355713489728402,120.0,1.0064608048681336,1.0010261850372681,1.2161752073926189,990.0,1.2149284659794797,3.0,2.483698585620835,1029.0
gampsito,9qpPGardkPom55xeRazDdqwhH3V6VvqqqpZLbTpnpump,HeHa,1788424764,False,7267.6631,1800,False,True,,Pump.fun,,221,126,True,1,0.0,4.940213444,4.940213444,151660777.334045,0.15166077733404498,2.0,5000.0,50441.0,True,1.0,True,1.0,True,1.0,50441.0,1.0,1.0,7.379324049,,0,36.849952085999995,36.319564232000005,0.53038785399999,61,53,False,0.0,0,31.909738641999997,1.0,6,36.849952085999995,36.824412573000004,0.025539512999991132,61,53,False,0.0,0,31.909738641999997,1.0,1,4,1.4342059796712077,0.0,0.9120460900247516,0.9943342228477333,0.9120460900247516,40.0,0.9172429843686645,0.9120460900247516,,,,0.9120460900247516,,,,0.9120460900247516,,,,2.0,1.904049171552355,221.0
gampsito,9jgR3pK8webAvLoYeFJHNNb1WhqwhPkztRsuE789pump,OrgyInu,1788430568,False,8165.7439,1800,False,True,,Pump.fun,,1608,563,True,1,0.0,5.927867765,5.927867765,176989690.673615,0.176989690673615,2.0,5000.0,74254.0,True,0.9999999999999998,True,0.9999999999999998,True,0.9990752397198458,69400.0,1.0,0.9999999999999998,12.181644734,,0,104.12751093000001,89.87446286500001,14.253048065000002,176,144,False,0.0,0,98.199643165,0.5986845117964141,42,126.913722931,114.87567183799999,12.038051093000007,253,185,False,0.0,0,120.976077389,0.7252380454894212,36,37,2.027030804201364,170.0,1.3103849587063292,1.4358023303971446,2.027030804201364,170.0,1.4117756750267183,1.8089661033663718,2.027030804201364,170.0,1.120546593122551,1.936228989524319,2.027030804201364,170.0,1.04689621690839,1.5397123849856396,1.5883239008287022,570.0,1.0315718158255356,7.0,2.420222389878486,1608.0
gampsito,F7Qmrc1r14rg7EU3Vij2ZDLUoX8ArihvdqRy2jupump,hats,1788434037,False,6574.8054,1800,False,True,,Pump.fun,,378,187,True,1,0.0,4.940213444,4.940213444,151660777.334045,0.15166077733404498,4.0,5000.0,94925.0,True,1.0,True,1.0,True,1.0,94925.0,1.0,1.0,6.298921501,,0,41.703523069000006,38.896635978999996,2.8068870900000107,90,78,False,0.0,0,36.763309625000005,1.0,9,42.481908791,41.91626730899999,0.5656414820000109,93,81,False,0.0,0,37.541695347,1.0,1,6,1.354603042056652,10.0,0.8986484057693329,1.1641383842263766,1.0463071833535253,30.0,0.8987824794118824,1.018369080569457,0.8986484057693329,70.0,0.8824388160595193,0.8986484057693329,,,,0.8986484057693329,,,,12.0,1.6283775016749606,378.0
